AUC,OPT_ER,EER,Accuracy,TP,FP,TN,FN,FPR,TPR,Recall,Precision,F1_score,TPR_when_FPR0p10,TPR_when_FPR0p05,TPR_when_FPR0,FPR_when_TPR0p90,FPR_when_TPR0p95,FPR_when_TPR1p00,HL_test
0.821109693877551,0.790960451977401,0.790960451977401,0.745762711864407,20,16,112,29,0.125,0.408163265306122,0.408163265306122,0.555555555555556,0.470588235294118,0.37,0.33,0.14,0.41,0.66,0.71,0.115344357939548
