AUC,OPT_ER,EER,Accuracy,TP,FP,TN,FN,FPR,TPR,Recall,Precision,F1_score,TPR_when_FPR0p10,TPR_when_FPR0p05,TPR_when_FPR0,FPR_when_TPR0p90,FPR_when_TPR0p95,FPR_when_TPR1p00,HL_test
0.75609756097561,0.779661016949153,0.779661016949153,0.774011299435028,28,14,109,26,0.113821138211382,0.518518518518518,0.518518518518518,0.666666666666667,0.583333333333333,0.5,0.22,0.07,0.64,0.69,0.72,0.0418256603205727
